DATE,Bajaj Signal,Eicher Signal,Hero Signal,TVS Signal,Infosys Signal,TCS Signal
5/22/2017,Buy,Buy,Buy,Buy,Sell,Sell
5/23/2017,Buy,Buy,Buy,Buy,Sell,Sell
5/24/2017,Buy,Buy,Buy,Buy,Sell,Sell
5/25/2017,Buy,Buy,Buy,Buy,Sell,Sell
5/26/2017,Buy,Buy,Buy,Buy,Sell,Buy
5/29/2017,Buy,Buy,Buy,Buy,Sell,Buy
5/30/2017,Buy,Buy,Buy,Buy,Sell,Buy
5/31/2017,Buy,Buy,Buy,Buy,Sell,Buy
6/1/2017,Buy,Buy,Buy,Buy,Sell,Buy
6/2/2017,Buy,Buy,Buy,Buy,Sell,Buy
6/5/2017,Buy,Buy,Buy,Buy,HOLD,Buy
6/6/2017,Buy,Buy,Buy,Buy,Buy,Buy
6/7/2017,Buy,Buy,Buy,Buy,Buy,Buy
6/8/2017,Buy,Buy,Buy,Buy,Buy,Buy
6/9/2017,Buy,Buy,Buy,Buy,Buy,Buy
6/12/2017,Buy,Buy,Buy,Buy,Buy,Buy
6/13/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/14/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/15/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/16/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/19/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/20/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/21/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/22/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/23/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/27/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/28/2017,Sell,Buy,Buy,Buy,Buy,Buy
6/29/2017,Sell,Buy,Buy,Buy,HOLD,Buy
6/30/2017,Sell,Buy,Buy,Buy,HOLD,Buy
7/3/2017,Sell,Buy,Buy,Buy,Sell,Buy
7/4/2017,Sell,Buy,Buy,Buy,Sell,HOLD
7/5/2017,Sell,Buy,Buy,Buy,Sell,Sell
7/6/2017,Sell,Buy,Buy,Buy,Sell,Sell
7/7/2017,Sell,Buy,Buy,Buy,Sell,Sell
7/10/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/11/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/12/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/13/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/14/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/17/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/18/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/19/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/20/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/21/2017,Sell,Sell,Buy,Buy,Sell,Sell
7/24/2017,Sell,Sell,Buy,Buy,HOLD,Sell
7/25/2017,Sell,Sell,Buy,Buy,Buy,Sell
7/26/2017,Sell,Sell,Buy,Buy,Buy,Sell
7/27/2017,Sell,Sell,Buy,Buy,Buy,Sell
7/28/2017,Sell,Buy,HOLD,Buy,Buy,Sell
7/31/2017,Sell,Buy,Sell,Buy,Buy,Sell
8/1/2017,Sell,Buy,Sell,Buy,Buy,Sell
8/2/2017,Sell,Buy,Sell,Buy,Buy,Sell
8/3/2017,Sell,Buy,Sell,Buy,Buy,Sell
8/4/2017,Sell,Buy,Sell,Buy,Buy,Buy
8/7/2017,Buy,Buy,HOLD,Buy,Buy,Buy
8/8/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/9/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/10/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/11/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/14/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/16/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/17/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/18/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/21/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/22/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/23/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/24/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/28/2017,Buy,Buy,Buy,Buy,Buy,Buy
8/29/2017,Buy,Buy,Buy,Buy,HOLD,Buy
8/30/2017,HOLD,Buy,Buy,Buy,Sell,Buy
9/1/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/4/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/5/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/6/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/7/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/8/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/11/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/12/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/13/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/14/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/15/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/18/2017,Buy,Buy,Buy,Buy,Sell,Buy
9/19/2017,Buy,Buy,Buy,Buy,Sell,HOLD
9/20/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/21/2017,Buy,Buy,Buy,Buy,Sell,HOLD
9/22/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/25/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/26/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/27/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/28/2017,Buy,Buy,Buy,Buy,Sell,Sell
9/29/2017,Buy,Buy,Buy,Buy,Sell,Sell
10/3/2017,Buy,Buy,HOLD,Buy,Sell,Sell
10/4/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/5/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/6/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/9/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/10/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/11/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/12/2017,Buy,Buy,Sell,Buy,Sell,Sell
10/13/2017,Buy,Sell,Sell,Buy,Sell,Sell
10/16/2017,Buy,Sell,Sell,Buy,Sell,HOLD
10/17/2017,Buy,Sell,Sell,Buy,Sell,Buy
10/18/2017,Buy,Sell,Sell,Buy,Sell,Buy
10/19/2017,Buy,Sell,Sell,Buy,Sell,Buy
10/23/2017,Buy,Sell,Sell,Buy,Sell,Buy
10/24/2017,Buy,Sell,Sell,Buy,HOLD,Buy
10/25/2017,Buy,Sell,Sell,Buy,HOLD,Buy
10/26/2017,Buy,Sell,Sell,Buy,Buy,Buy
10/27/2017,Buy,Sell,Sell,Buy,Buy,Buy
10/30/2017,Buy,Sell,Sell,Buy,Buy,Buy
10/31/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/1/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/2/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/3/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/6/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/7/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/8/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/9/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/10/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/13/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/14/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/15/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/16/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/17/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/20/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/21/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/22/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/23/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/24/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/27/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/28/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/29/2017,Buy,Sell,Sell,Buy,Buy,Buy
11/30/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/1/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/4/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/5/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/6/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/7/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/8/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/11/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/12/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/13/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/14/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/15/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/18/2017,Buy,Sell,Sell,Buy,Buy,Buy
12/19/2017,Buy,Sell,Sell,Buy,Buy,HOLD
12/20/2017,HOLD,Sell,Sell,Buy,Buy,Sell
12/21/2017,Sell,Sell,Sell,Buy,Buy,Sell
12/22/2017,Sell,Sell,Sell,Buy,Buy,Sell
12/26/2017,Sell,Sell,Sell,Buy,Buy,Sell
12/27/2017,Sell,Sell,Sell,Buy,Buy,Sell
12/28/2017,Sell,Sell,Sell,Buy,Buy,Sell
12/29/2017,Sell,Sell,Sell,Buy,Buy,Sell
1/1/2018,Sell,Sell,Sell,Buy,Buy,Sell
1/2/2018,HOLD,Sell,Sell,Buy,Buy,Sell
1/3/2018,Buy,Sell,Sell,Buy,Buy,Sell
1/4/2018,Buy,Sell,Sell,Buy,Buy,Sell
1/5/2018,Buy,Sell,HOLD,Buy,Buy,Sell
1/8/2018,Buy,Sell,Buy,Buy,Buy,Sell
1/9/2018,Buy,Sell,Buy,Buy,Buy,Sell
1/10/2018,Buy,Sell,Buy,Buy,Buy,Sell
1/11/2018,Buy,Sell,Buy,Buy,Buy,Sell
1/12/2018,Buy,Sell,Buy,Buy,Buy,Sell
1/15/2018,Buy,Sell,Buy,Buy,Buy,HOLD
1/16/2018,Buy,Sell,Buy,Buy,Buy,Buy
1/17/2018,Buy,Sell,Buy,Buy,Buy,Buy
1/18/2018,Buy,Sell,Buy,Buy,Buy,Buy
1/19/2018,Buy,Sell,Buy,Buy,Buy,Buy
1/22/2018,Buy,Sell,Buy,Buy,Buy,Buy
1/23/2018,HOLD,Sell,Buy,Buy,Buy,Buy
1/24/2018,HOLD,Sell,Buy,Buy,Buy,Buy
1/25/2018,Sell,Sell,Buy,HOLD,Buy,Buy
1/29/2018,Sell,Sell,Buy,Sell,Buy,Buy
1/30/2018,Sell,Sell,Buy,Sell,Buy,Buy
1/31/2018,Sell,Sell,Buy,Sell,Buy,Buy
2/1/2018,Buy,Sell,Buy,Sell,Buy,Buy
2/2/2018,Buy,Sell,Buy,Sell,Buy,Buy
2/5/2018,HOLD,Sell,Buy,Sell,Buy,Buy
2/6/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/7/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/8/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/9/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/12/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/14/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/15/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/16/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/19/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/20/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/21/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/22/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/23/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/26/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/27/2018,Sell,Sell,Sell,Sell,Buy,Buy
2/28/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/1/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/5/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/6/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/7/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/8/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/9/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/12/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/13/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/14/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/15/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/16/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/19/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/20/2018,Sell,Sell,Sell,Sell,Buy,Buy
3/21/2018,Sell,Buy,Sell,Sell,Buy,Buy
3/22/2018,Sell,Buy,Sell,Sell,Buy,Sell
3/23/2018,Sell,Buy,Sell,Sell,Buy,Sell
3/26/2018,Sell,Buy,Sell,Sell,Buy,Sell
3/27/2018,Sell,Buy,Sell,Sell,Buy,Sell
3/28/2018,Sell,Buy,Sell,Sell,Buy,Sell
4/2/2018,Sell,Buy,Sell,Sell,Buy,Sell
4/3/2018,Sell,Buy,Sell,Sell,Buy,Sell
4/4/2018,Sell,Buy,Sell,Sell,Buy,Sell
4/5/2018,Sell,Buy,Sell,Sell,Buy,Sell
4/6/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/9/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/10/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/11/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/12/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/13/2018,Sell,Buy,Buy,Sell,Buy,Sell
4/16/2018,Sell,Buy,Buy,Sell,HOLD,Sell
4/17/2018,Sell,Buy,Buy,Sell,Sell,Sell
4/18/2018,Sell,Buy,Buy,Sell,Sell,Sell
4/19/2018,Sell,Buy,Buy,Sell,Sell,Sell
4/20/2018,Sell,Buy,Buy,Sell,Sell,Buy
4/23/2018,Sell,Buy,Buy,HOLD,Sell,Buy
4/24/2018,Sell,Buy,Buy,Buy,Sell,Buy
4/25/2018,Sell,Buy,Buy,Buy,Sell,Buy
4/26/2018,Sell,Buy,Buy,Buy,Sell,Buy
4/27/2018,Sell,Buy,Buy,Buy,Sell,Buy
4/30/2018,Sell,Buy,Buy,Buy,Sell,Buy
5/2/2018,Sell,Buy,Buy,Buy,Sell,Buy
5/3/2018,Sell,Buy,Buy,Buy,HOLD,Buy
5/4/2018,Sell,Buy,Buy,Buy,HOLD,Buy
5/7/2018,Sell,Buy,Buy,Buy,HOLD,Buy
5/8/2018,Sell,Buy,Buy,Buy,Buy,Buy
5/9/2018,Sell,Buy,Buy,Buy,Buy,Buy
5/10/2018,HOLD,Buy,Buy,Buy,Buy,Buy
5/11/2018,Buy,Buy,Buy,Buy,Buy,Buy
5/14/2018,Buy,Buy,Buy,Buy,Buy,Buy
5/15/2018,Buy,Buy,Buy,Buy,Buy,Buy
5/16/2018,Buy,Buy,Buy,HOLD,Buy,Buy
5/17/2018,Buy,Buy,Buy,Sell,Buy,Buy
5/18/2018,Buy,Buy,Buy,Sell,Buy,Buy
5/21/2018,Buy,Buy,Buy,Sell,Buy,Buy
5/22/2018,Buy,Buy,Sell,Sell,Buy,Buy
5/23/2018,Buy,Buy,Sell,Sell,Buy,Buy
5/24/2018,Buy,Buy,Sell,Sell,Buy,Buy
5/25/2018,Buy,Buy,Sell,Sell,Buy,Buy
5/28/2018,Buy,Buy,Sell,Sell,Buy,Buy
5/29/2018,Sell,Buy,Sell,Sell,Buy,Buy
5/30/2018,Sell,Buy,Sell,Sell,Buy,Buy
5/31/2018,Sell,Buy,Sell,Sell,Buy,Buy
6/1/2018,Sell,Buy,Sell,Sell,Buy,Buy
6/4/2018,Sell,Buy,Sell,Sell,Buy,Buy
6/5/2018,Sell,Buy,Sell,Sell,Buy,Sell
6/6/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/7/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/8/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/11/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/12/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/13/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/14/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/15/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/18/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/19/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/20/2018,Sell,Sell,Sell,Sell,Buy,Sell
6/21/2018,HOLD,Sell,Sell,Sell,Buy,Sell
6/22/2018,Buy,Sell,Sell,Sell,Buy,Sell
6/25/2018,Buy,Sell,Sell,Sell,Buy,Sell
6/26/2018,Buy,Sell,Sell,Sell,Buy,Sell
6/27/2018,Buy,Sell,Sell,Sell,Buy,Sell
6/28/2018,Buy,Sell,HOLD,Sell,Buy,Sell
6/29/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/2/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/3/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/4/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/5/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/6/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/9/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/10/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/11/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/12/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/13/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/16/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/17/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/18/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/19/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/20/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/23/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/24/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/25/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/26/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/27/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/30/2018,Buy,Sell,Sell,Sell,Buy,Sell
7/31/2018,Buy,Sell,Sell,Sell,Buy,Sell
